ID,Handle,Command,Title,Body HTML,Sort Order,Template Suffix,Updated At,Published,Published At,Published Scope,Image Src,Image Width,Image Height,Image Alt Text,Row #,Top Row,Product: ID,Product: Handle,Product: Position,Product: Command,Products Count,Metafield: title_tag [string],Metafield: description_tag [string]
672992100737,kulteri-kollekcio-25,MERGE,Kültéri kollekció '25,,Best Selling,,2025-09-12 13:38:10 +0200,TRUE,2025-03-06 15:09:47 +0100,web,,,,,861,,15008091275649,sorells-dohanyzoasztal-zold-aluminiumbol-52-4-x-91-cm,,MERGE,269,,
672992100737,kulteri-kollekcio-25,MERGE,Kültéri kollekció '25,,Best Selling,,2025-09-12 13:38:10 +0200,TRUE,2025-03-06 15:09:47 +0100,web,,,,,862,,15008091013505,sorells-dohanyzoasztal-szurke-aluminiumbol-89-x-91-cm,,MERGE,269,,
672992100737,kulteri-kollekcio-25,MERGE,Kültéri kollekció '25,,Best Selling,,2025-09-12 13:38:10 +0200,TRUE,2025-03-06 15:09:47 +0100,web,,,,,863,,15008090816897,brai-kulteri-asztal-turkiz-horganyzott-acelbol-70-x-70cm,,MERGE,269,,
672992100737,kulteri-kollekcio-25,MERGE,Kültéri kollekció '25,,Best Selling,,2025-09-12 13:38:10 +0200,TRUE,2025-03-06 15:09:47 +0100,web,,,,,864,,15008090194305,brai-kulteri-asztal-sotetszurke-horganyzott-acelbol-180-x-90cm,,MERGE,269,,
672992100737,kulteri-kollekcio-25,MERGE,Kültéri kollekció '25,,Best Selling,,2025-09-12 13:38:10 +0200,TRUE,2025-03-06 15:09:47 +0100,web,,,,,865,,15008088916353,sorells-dohanyzoasztal-szurke-aluminiumbol-es-tikfabol-63-x-144-6-cm-fsc-100,,MERGE,269,,
672992100737,kulteri-kollekcio-25,MERGE,Kültéri kollekció '25,,Best Selling,,2025-09-12 13:38:10 +0200,TRUE,2025-03-06 15:09:47 +0100,web,,,,,866,,15008087179649,adredna-gesztenyebarna-kulteri-osszecsukhato-fuggoagy-fsc-100-tomor-akacfabol,,MERGE,269,,
672992100737,kulteri-kollekcio-25,MERGE,Kültéri kollekció '25,,Best Selling,,2025-09-12 13:38:10 +0200,TRUE,2025-03-06 15:09:47 +0100,web,,,,,867,,15008086655361,adredna-kek-szinu-kulteri-osszecsukhato-fuggoagy-100-fsc-minositett-szilard-akacfa-anyagbol,,MERGE,269,,
672992100737,kulteri-kollekcio-25,MERGE,Kültéri kollekció '25,,Best Selling,,2025-09-12 13:38:10 +0200,TRUE,2025-03-06 15:09:47 +0100,web,,,,,868,,15008086163841,zivia-kulteri-szek-ekru-kotelzsinorral-es-zold-horganyzott-acellal-1,,MERGE,269,,
672992100737,kulteri-kollekcio-25,MERGE,Kültéri kollekció '25,,Best Selling,,2025-09-12 13:38:10 +0200,TRUE,2025-03-06 15:09:47 +0100,web,,,,,869,,15008085311873,maurina-szeklet-zold-horganyzott-acelbol-es-zold-kotelzsinorral-64-5-cm,,MERGE,269,,
672992100737,kulteri-kollekcio-25,MERGE,Kültéri kollekció '25,,Best Selling,,2025-09-12 13:38:10 +0200,TRUE,2025-03-06 15:09:47 +0100,web,,,,,870,,15008085082497,maurina-rakasolhato-szeklet-zold-horganyzott-acelbol-es-zold-kotelzsinorral-74-5-cm,,MERGE,269,,
