ID,Handle,Command,Title,Body HTML,Sort Order,Template Suffix,Updated At,Published,Published At,Published Scope,Image Src,Image Width,Image Height,Image Alt Text,Row #,Top Row,Product: ID,Product: Handle,Product: Position,Product: Command,Products Count,Metafield: title_tag [string],Metafield: description_tag [string]
672992100737,kulteri-kollekcio-25,MERGE,Kültéri kollekció '25,,Best Selling,,2025-09-12 13:38:10 +0200,TRUE,2025-03-06 15:09:47 +0100,web,,,,,961,,15008006603137,brai-kulteri-asztal-sotetszurke-horganyzott-acelbol-70-x-70cm,,MERGE,269,,
672992100737,kulteri-kollekcio-25,MERGE,Kültéri kollekció '25,,Best Selling,,2025-09-12 13:38:10 +0200,TRUE,2025-03-06 15:09:47 +0100,web,,,,,962,,15008005292417,brai-kulteri-asztal-zold-horganyzott-acelbol-180-x-90cm,,MERGE,269,,
672992100737,kulteri-kollekcio-25,MERGE,Kültéri kollekció '25,,Best Selling,,2025-09-12 13:38:10 +0200,TRUE,2025-03-06 15:09:47 +0100,web,,,,,963,,15008001655169,brai-kulteri-asztal-turkiz-horganyzott-acelbol-180-x-90cm,,MERGE,269,,
672992100737,kulteri-kollekcio-25,MERGE,Kültéri kollekció '25,,Best Selling,,2025-09-12 13:38:10 +0200,TRUE,2025-03-06 15:09:47 +0100,web,,,,,964,,15007994380673,sedalis-kerek-kulteri-asztal-acelbol-tortfeher-aluminium-lappal-o80cm,,MERGE,269,,
672992100737,kulteri-kollekcio-25,MERGE,Kültéri kollekció '25,,Best Selling,,2025-09-12 13:38:10 +0200,TRUE,2025-03-06 15:09:47 +0100,web,,,,,965,,15007994184065,tuccia-bezs-es-zold-rakasolhato-szek-aluminiumbol-es-szintetikus-rattanbol,,MERGE,269,,
672992100737,kulteri-kollekcio-25,MERGE,Kültéri kollekció '25,,Best Selling,,2025-09-12 13:38:10 +0200,TRUE,2025-03-06 15:09:47 +0100,web,,,,,966,,15007992250753,saconca-kulteri-karosszek-magas-hattamlaval-kotelzsinorral-es-szurke-horganyzott-acellal,,MERGE,269,,
672992100737,kulteri-kollekcio-25,MERGE,Kültéri kollekció '25,,Best Selling,,2025-09-12 13:38:10 +0200,TRUE,2025-03-06 15:09:47 +0100,web,,,,,967,,15007990219137,sorells-dohanyzoasztal-zold-aluminiumbol-63-x-144-6-cm,,MERGE,269,,
672992100737,kulteri-kollekcio-25,MERGE,Kültéri kollekció '25,,Best Selling,,2025-09-12 13:38:10 +0200,TRUE,2025-03-06 15:09:47 +0100,web,,,,,968,,15007989760385,sorells-dohanyzoasztal-zold-aluminiumbol-89-x-91-cm,,MERGE,269,,
672992100737,kulteri-kollekcio-25,MERGE,Kültéri kollekció '25,,Best Selling,,2025-09-12 13:38:10 +0200,TRUE,2025-03-06 15:09:47 +0100,web,,,,,969,,15007989432705,sorells-dohanyzoasztal-zold-aluminiumbol-es-tikfabol-89-x-91-cm-fsc-100,,MERGE,269,,
672992100737,kulteri-kollekcio-25,MERGE,Kültéri kollekció '25,,Best Selling,,2025-09-12 13:38:10 +0200,TRUE,2025-03-06 15:09:47 +0100,web,,,,,970,,15007989006721,sorells-dohanyzoasztal-szurke-aluminiumbol-es-teakfabol-52-4-x-91-cm-fsc-100,,MERGE,269,,
