ID,Handle,Command,Title,Body HTML,Sort Order,Template Suffix,Updated At,Published,Published At,Published Scope,Image Src,Image Width,Image Height,Image Alt Text,Row #,Top Row,Product: ID,Product: Handle,Product: Position,Product: Command,Products Count,Metafield: title_tag [string],Metafield: description_tag [string]
678556139905,here-to-stay,MERGE,HERE TO STAY,,Manual,,2025-09-10 13:39:07 +0200,TRUE,2025-09-03 19:14:07 +0200,web,,,,,1151,,15158335930753,adrina-hordozhato-led-asztali-lampa-sotetszurke-szalcsiszolt-feluletu-fembol,19,MERGE,33,,
678556139905,here-to-stay,MERGE,HERE TO STAY,,Manual,,2025-09-10 13:39:07 +0200,TRUE,2025-09-03 19:14:07 +0200,web,,,,,1152,,15158341501313,elanis-tobbszinu-boucle-gyapju-szonyeg-200-x-300-cm,20,MERGE,33,,
678556139905,here-to-stay,MERGE,HERE TO STAY,,Manual,,2025-09-10 13:39:07 +0200,TRUE,2025-09-03 19:14:07 +0200,web,,,,,1153,,15158342975873,melien-parnahuzat-zold-pottyos-jacquard-mintaval-50-x-50-cm,21,MERGE,33,,
678556139905,here-to-stay,MERGE,HERE TO STAY,,Manual,,2025-09-10 13:39:07 +0200,TRUE,2025-09-03 19:14:07 +0200,web,,,,,1154,,15158343500161,virelda-agynemuhuzat-es-parnahuzat-szett-bezs-pamutbol-es-lenbol-himzett-reszletekkel-180-cm-es-agyhoz,22,MERGE,33,,
678556139905,here-to-stay,MERGE,HERE TO STAY,,Manual,,2025-09-10 13:39:07 +0200,TRUE,2025-09-03 19:14:07 +0200,web,,,,,1155,,15158345695617,zenti-100-pamut-agytakaro-ketoldalas-zebra-jacquard-mintaval-90-135-cm-es-agyhoz,23,MERGE,33,,
678556139905,here-to-stay,MERGE,HERE TO STAY,,Manual,,2025-09-10 13:39:07 +0200,TRUE,2025-09-03 19:14:07 +0200,web,,,,,1156,,15158347006337,melvar-asztal-fsc-100-dio-furnerral-es-szalcsiszolt-rozsdamentes-acel-labakkal-220-x-110-cm,24,MERGE,33,,
678556139905,here-to-stay,MERGE,HERE TO STAY,,Manual,,2025-09-10 13:39:07 +0200,TRUE,2025-09-03 19:14:07 +0200,web,,,,,1157,,15158353559937,loria-bezs-chenille-egymasba-rakhato-szek,25,MERGE,33,,
678556139905,here-to-stay,MERGE,HERE TO STAY,,Manual,,2025-09-10 13:39:07 +0200,TRUE,2025-09-03 19:14:07 +0200,web,,,,,1158,,15158350053761,loria-zold-chenille-egymasba-rakhato-szek,26,MERGE,33,,
678556139905,here-to-stay,MERGE,HERE TO STAY,,Manual,,2025-09-10 13:39:07 +0200,TRUE,2025-09-03 19:14:07 +0200,web,,,,,1159,,15158358933889,bosca-szek-terrakotta-szinu-chenille-karpittal-es-dio-furnerral-fsc-100,27,MERGE,33,,
678556139905,here-to-stay,MERGE,HERE TO STAY,,Manual,,2025-09-10 13:39:07 +0200,TRUE,2025-09-03 19:14:07 +0200,web,,,,,1160,,15158370337153,nerlan-iroasztali-szek-fekete-mubor-karpittal-es-aluminium-vazzal,28,MERGE,33,,
